deg_file,ref_file,mos,mos_std,dst_idx,db,mos_norm
CSIQ/dst_imgs/jpeg2000/1600.jpeg2000.3.png,CSIQ/src_imgs/1600.png,0.364360985306603,0.0696109813705117,3,csiq,3.54255605877359
CSIQ/dst_imgs/jpeg2000/1600.jpeg2000.4.png,CSIQ/src_imgs/1600.png,0.575843448619273,0.0919258697272446,3,csiq,2.69662620552291
CSIQ/dst_imgs/jpeg2000/1600.jpeg2000.5.png,CSIQ/src_imgs/1600.png,0.826915940190613,0,3,csiq,1.69233623923755
CSIQ/dst_imgs/fnoise/1600.fnoise.1.png,CSIQ/src_imgs/1600.png,0.052376161472386,0.0415580206237111,4,csiq,4.79049535411046
CSIQ/dst_imgs/fnoise/1600.fnoise.2.png,CSIQ/src_imgs/1600.png,0.253057872808644,0.0576060933464618,4,csiq,3.98776850876542
CSIQ/dst_imgs/fnoise/1600.fnoise.3.png,CSIQ/src_imgs/1600.png,0.375740865814505,0.0214627599173081,4,csiq,3.49703653674198
CSIQ/dst_imgs/fnoise/1600.fnoise.4.png,CSIQ/src_imgs/1600.png,0.48988015846181,0.111111722269478,4,csiq,3.04047936615276
CSIQ/dst_imgs/fnoise/1600.fnoise.5.png,CSIQ/src_imgs/1600.png,0.565219408431134,0.115776375800555,4,csiq,2.73912236627546
CSIQ/dst_imgs/blur/1600.BLUR.1.png,CSIQ/src_imgs/1600.png,0.0426677131995918,0.0529045007309422,5,csiq,4.82932914720163
CSIQ/dst_imgs/blur/1600.BLUR.2.png,CSIQ/src_imgs/1600.png,0.142434686900012,0.0817870357089661,5,csiq,4.43026125239995
CSIQ/dst_imgs/blur/1600.BLUR.3.png,CSIQ/src_imgs/1600.png,0.341114284158973,0.0823449646664687,5,csiq,3.63554286336411
CSIQ/dst_imgs/blur/1600.BLUR.4.png,CSIQ/src_imgs/1600.png,0.471037699302558,0.115072536148307,5,csiq,3.11584920278977
CSIQ/dst_imgs/blur/1600.BLUR.5.png,CSIQ/src_imgs/1600.png,0.749794523955729,0.0536981387227261,5,csiq,2.00082190417708
CSIQ/dst_imgs/contrast/1600.contrast.1.png,CSIQ/src_imgs/1600.png,0.0561813273978641,0.0458590629654374,6,csiq,4.77527469040854
CSIQ/dst_imgs/contrast/1600.contrast.2.png,CSIQ/src_imgs/1600.png,0.200968956380029,0.0814242067047188,6,csiq,4.19612417447989
CSIQ/dst_imgs/contrast/1600.contrast.3.png,CSIQ/src_imgs/1600.png,0.310324647834514,0.0960480603819471,6,csiq,3.75870140866194
CSIQ/dst_imgs/contrast/1600.contrast.4.png,CSIQ/src_imgs/1600.png,0.370598871808904,0.115433057868455,6,csiq,3.51760451276439
CSIQ/dst_imgs/awgn/aerial_city.AWGN.1.png,CSIQ/src_imgs/aerial_city.png,0.031592368858435,0.0136596774372606,1,csiq,4.87363052456626
CSIQ/dst_imgs/awgn/aerial_city.AWGN.2.png,CSIQ/src_imgs/aerial_city.png,0.125135077066703,0.0815755778408609,1,csiq,4.49945969173319
CSIQ/dst_imgs/awgn/aerial_city.AWGN.3.png,CSIQ/src_imgs/aerial_city.png,0.244957300482738,0.0642599923200663,1,csiq,4.02017079806905
CSIQ/dst_imgs/awgn/aerial_city.AWGN.4.png,CSIQ/src_imgs/aerial_city.png,0.372946533696755,0.0541112709522354,1,csiq,3.50821386521298
CSIQ/dst_imgs/awgn/aerial_city.AWGN.5.png,CSIQ/src_imgs/aerial_city.png,0.501262985133045,0.0458282343664985,1,csiq,2.99494805946782
CSIQ/dst_imgs/jpeg/aerial_city.JPEG.1.png,CSIQ/src_imgs/aerial_city.png,0.0302819948023374,0.0142211853932522,2,csiq,4.87887202079065
CSIQ/dst_imgs/jpeg/aerial_city.JPEG.2.png,CSIQ/src_imgs/aerial_city.png,0.0645451464014395,0.0428387459926707,2,csiq,4.74181941439424
CSIQ/dst_imgs/jpeg/aerial_city.JPEG.3.png,CSIQ/src_imgs/aerial_city.png,0.388892361778843,0.146040834444311,2,csiq,3.44443055288463
CSIQ/dst_imgs/jpeg/aerial_city.JPEG.4.png,CSIQ/src_imgs/aerial_city.png,0.607259927699706,0.0559105242303438,2,csiq,2.57096028920118
CSIQ/dst_imgs/jpeg/aerial_city.JPEG.5.png,CSIQ/src_imgs/aerial_city.png,0.819081893974399,0.0387986805177265,2,csiq,1.7236724241024
CSIQ/dst_imgs/jpeg2000/aerial_city.jpeg2000.1.png,CSIQ/src_imgs/aerial_city.png,0.0270451931525208,0.0090576524799601,3,csiq,4.89181922738992
CSIQ/dst_imgs/jpeg2000/aerial_city.jpeg2000.2.png,CSIQ/src_imgs/aerial_city.png,0.191014253095207,0.0133998159644024,3,csiq,4.23594298761917
CSIQ/dst_imgs/jpeg2000/aerial_city.jpeg2000.3.png,CSIQ/src_imgs/aerial_city.png,0.485550527180349,0.0785213172980865,3,csiq,3.0577978912786
CSIQ/dst_imgs/jpeg2000/aerial_city.jpeg2000.4.png,CSIQ/src_imgs/aerial_city.png,0.7544132534591,0.121996955366843,3,csiq,1.9823469861636
CSIQ/dst_imgs/jpeg2000/aerial_city.jpeg2000.5.png,CSIQ/src_imgs/aerial_city.png,0.955908136394764,0,3,csiq,1.17636745442094
CSIQ/dst_imgs/fnoise/aerial_city.fnoise.1.png,CSIQ/src_imgs/aerial_city.png,0.125645713659564,0.0410357390530957,4,csiq,4.49741714536174
CSIQ/dst_imgs/fnoise/aerial_city.fnoise.2.png,CSIQ/src_imgs/aerial_city.png,0.318730797348338,0.0971472948100722,4,csiq,3.72507681060665
CSIQ/dst_imgs/fnoise/aerial_city.fnoise.3.png,CSIQ/src_imgs/aerial_city.png,0.475220736192205,0.0775881322579806,4,csiq,3.09911705523118
CSIQ/dst_imgs/fnoise/aerial_city.fnoise.4.png,CSIQ/src_imgs/aerial_city.png,0.600628011289198,0.0520872542894196,4,csiq,2.59748795484321
CSIQ/dst_imgs/fnoise/aerial_city.fnoise.5.png,CSIQ/src_imgs/aerial_city.png,0.707734203653038,0.0720001574406689,4,csiq,2.16906318538785
CSIQ/dst_imgs/blur/aerial_city.BLUR.1.png,CSIQ/src_imgs/aerial_city.png,0.0249838918612171,0.00974539241918766,5,csiq,4.90006443255513
CSIQ/dst_imgs/blur/aerial_city.BLUR.2.png,CSIQ/src_imgs/aerial_city.png,0.114348571203765,0.082236174176025,5,csiq,4.54260571518494
CSIQ/dst_imgs/blur/aerial_city.BLUR.3.png,CSIQ/src_imgs/aerial_city.png,0.259420812794303,0.0866205784714729,5,csiq,3.96231674882279
CSIQ/dst_imgs/blur/aerial_city.BLUR.4.png,CSIQ/src_imgs/aerial_city.png,0.463944830038668,0.0804592592247702,5,csiq,3.14422067984533
CSIQ/dst_imgs/blur/aerial_city.BLUR.5.png,CSIQ/src_imgs/aerial_city.png,0.895962857527705,0.0743813468043418,5,csiq,1.41614856988918
CSIQ/dst_imgs/contrast/aerial_city.contrast.1.png,CSIQ/src_imgs/aerial_city.png,0.0378070311306819,0.0400696104986912,6,csiq,4.84877187547727
CSIQ/dst_imgs/contrast/aerial_city.contrast.2.png,CSIQ/src_imgs/aerial_city.png,0.163089370992036,0.0582841328332744,6,csiq,4.34764251603185
CSIQ/dst_imgs/contrast/aerial_city.contrast.3.png,CSIQ/src_imgs/aerial_city.png,0.366566961119922,0.0491993581806271,6,csiq,3.53373215552031
CSIQ/dst_imgs/contrast/aerial_city.contrast.4.png,CSIQ/src_imgs/aerial_city.png,0.452586929053047,0.0572555789207353,6,csiq,3.18965228378781
CSIQ/dst_imgs/awgn/boston.AWGN.1.png,CSIQ/src_imgs/boston.png,0.0291592692530227,0.0420287855493948,1,csiq,4.88336292298791
CSIQ/dst_imgs/awgn/boston.AWGN.2.png,CSIQ/src_imgs/boston.png,0.0813684818258959,0.0215701168385565,1,csiq,4.67452607269642
CSIQ/dst_imgs/awgn/boston.AWGN.3.png,CSIQ/src_imgs/boston.png,0.215496298627898,0.0464281435953059,1,csiq,4.13801480548841
CSIQ/dst_imgs/awgn/boston.AWGN.4.png,CSIQ/src_imgs/boston.png,0.383116126747224,0.11409671397388,1,csiq,3.4675354930111
CSIQ/dst_imgs/awgn/boston.AWGN.5.png,CSIQ/src_imgs/boston.png,0.471590838075796,0.0760523134741936,1,csiq,3.11363664769682
CSIQ/dst_imgs/jpeg/boston.JPEG.1.png,CSIQ/src_imgs/boston.png,0,0,2,csiq,5
CSIQ/dst_imgs/jpeg/boston.JPEG.2.png,CSIQ/src_imgs/boston.png,0.0498835173529152,0.0381121092520099,2,csiq,4.80046593058834
CSIQ/dst_imgs/jpeg/boston.JPEG.3.png,CSIQ/src_imgs/boston.png,0.328491509700123,0.0674426796043998,2,csiq,3.68603396119951
CSIQ/dst_imgs/jpeg/boston.JPEG.4.png,CSIQ/src_imgs/boston.png,0.736937039128374,0.0901548932697061,2,csiq,2.05225184348651
CSIQ/dst_imgs/jpeg/boston.JPEG.5.png,CSIQ/src_imgs/boston.png,0.832480986523099,0.0664958690008646,2,csiq,1.6700760539076
CSIQ/dst_imgs/jpeg2000/boston.jpeg2000.1.png,CSIQ/src_imgs/boston.png,0.000294395042436253,0.000488677878387072,3,csiq,4.99882241983025
CSIQ/dst_imgs/jpeg2000/boston.jpeg2000.2.png,CSIQ/src_imgs/boston.png,0.1181350968545,0.095397200942493,3,csiq,4.527459612582
CSIQ/dst_imgs/jpeg2000/boston.jpeg2000.3.png,CSIQ/src_imgs/boston.png,0.389335081207598,0.122025020224388,3,csiq,3.44265967516961
CSIQ/dst_imgs/jpeg2000/boston.jpeg2000.4.png,CSIQ/src_imgs/boston.png,0.696562531227308,0.0959169110321258,3,csiq,2.21374987509077
CSIQ/dst_imgs/jpeg2000/boston.jpeg2000.5.png,CSIQ/src_imgs/boston.png,0.904305422978862,0.0033828099206566,3,csiq,1.38277830808455
CSIQ/dst_imgs/fnoise/boston.fnoise.1.png,CSIQ/src_imgs/boston.png,0.0676535887151561,0.0488900294160526,4,csiq,4.72938564513938
CSIQ/dst_imgs/fnoise/boston.fnoise.2.png,CSIQ/src_imgs/boston.png,0.243426817794292,0.129803731915935,4,csiq,4.02629272882283
CSIQ/dst_imgs/fnoise/boston.fnoise.3.png,CSIQ/src_imgs/boston.png,0.498128999068226,0.0986990189605454,4,csiq,3.0074840037271
CSIQ/dst_imgs/fnoise/boston.fnoise.4.png,CSIQ/src_imgs/boston.png,0.619962699038553,0.103936656056362,4,csiq,2.52014920384579
CSIQ/dst_imgs/fnoise/boston.fnoise.5.png,CSIQ/src_imgs/boston.png,0.724084226800215,0.103858319742826,4,csiq,2.10366309279914
CSIQ/dst_imgs/blur/boston.BLUR.1.png,CSIQ/src_imgs/boston.png,0.0834562949685563,0.0600780607334628,5,csiq,4.66617482012578
CSIQ/dst_imgs/blur/boston.BLUR.2.png,CSIQ/src_imgs/boston.png,0.215748970761468,0.108236629688157,5,csiq,4.13700411695413
CSIQ/dst_imgs/blur/boston.BLUR.3.png,CSIQ/src_imgs/boston.png,0.36312032387843,0.155537137825003,5,csiq,3.54751870448628
CSIQ/dst_imgs/blur/boston.BLUR.4.png,CSIQ/src_imgs/boston.png,0.571217256028999,0.0752730276134605,5,csiq,2.715130975884
CSIQ/dst_imgs/blur/boston.BLUR.5.png,CSIQ/src_imgs/boston.png,0.913012520343366,0.0229159481696207,5,csiq,1.34794991862654
CSIQ/dst_imgs/contrast/boston.contrast.1.png,CSIQ/src_imgs/boston.png,0.116568400627501,0.0443997235911567,6,csiq,4.53372639748999
CSIQ/dst_imgs/contrast/boston.contrast.2.png,CSIQ/src_imgs/boston.png,0.339159270140588,0.0962585783369182,6,csiq,3.64336291943765
CSIQ/dst_imgs/contrast/boston.contrast.3.png,CSIQ/src_imgs/boston.png,0.605351710200846,0.0314617249932363,6,csiq,2.57859315919662
CSIQ/dst_imgs/contrast/boston.contrast.4.png,CSIQ/src_imgs/boston.png,0.689729464762712,0.131435907369193,6,csiq,2.24108214094915
CSIQ/dst_imgs/awgn/bridge.AWGN.1.png,CSIQ/src_imgs/bridge.png,0.0277820429649864,0.00679654180756521,1,csiq,4.88887182814005
CSIQ/dst_imgs/awgn/bridge.AWGN.2.png,CSIQ/src_imgs/bridge.png,0.087856645413522,0.0724702708828939,1,csiq,4.64857341834591
CSIQ/dst_imgs/awgn/bridge.AWGN.3.png,CSIQ/src_imgs/bridge.png,0.251788371807507,0.127088158330652,1,csiq,3.99284651276997
CSIQ/dst_imgs/awgn/bridge.AWGN.4.png,CSIQ/src_imgs/bridge.png,0.408695188321812,0.119261531841214,1,csiq,3.36521924671275
CSIQ/dst_imgs/awgn/bridge.AWGN.5.png,CSIQ/src_imgs/bridge.png,0.517008840148937,0.0772976623865088,1,csiq,2.93196463940425
CSIQ/dst_imgs/jpeg/bridge.JPEG.1.png,CSIQ/src_imgs/bridge.png,0.0371934684301201,0.0459408093800418,2,csiq,4.85122612627952
CSIQ/dst_imgs/jpeg/bridge.JPEG.2.png,CSIQ/src_imgs/bridge.png,0.0758366784340456,0.0738330470298446,2,csiq,4.69665328626382
CSIQ/dst_imgs/jpeg/bridge.JPEG.3.png,CSIQ/src_imgs/bridge.png,0.272774342321385,0.0682229163102482,2,csiq,3.90890263071446
CSIQ/dst_imgs/jpeg/bridge.JPEG.4.png,CSIQ/src_imgs/bridge.png,0.743116347793086,0.0665432138623141,2,csiq,2.02753460882765
CSIQ/dst_imgs/jpeg/bridge.JPEG.5.png,CSIQ/src_imgs/bridge.png,0.816164244190867,0.0428968226194365,2,csiq,1.73534302323653
CSIQ/dst_imgs/jpeg2000/bridge.jpeg2000.1.png,CSIQ/src_imgs/bridge.png,0.0381181282838827,0.044175645187139,3,csiq,4.84752748686447
CSIQ/dst_imgs/jpeg2000/bridge.jpeg2000.2.png,CSIQ/src_imgs/bridge.png,0.20293495854493,0.0662210916805626,3,csiq,4.18826016582028
CSIQ/dst_imgs/jpeg2000/bridge.jpeg2000.3.png,CSIQ/src_imgs/bridge.png,0.409379983862479,0.0972450224841772,3,csiq,3.36248006455008
CSIQ/dst_imgs/jpeg2000/bridge.jpeg2000.4.png,CSIQ/src_imgs/bridge.png,0.650819626444425,0.0885613359860072,3,csiq,2.3967214942223
CSIQ/dst_imgs/jpeg2000/bridge.jpeg2000.5.png,CSIQ/src_imgs/bridge.png,0.824681556929448,0.0340638302612865,3,csiq,1.70127377228221
CSIQ/dst_imgs/fnoise/bridge.fnoise.1.png,CSIQ/src_imgs/bridge.png,0.0508210865559853,0.0369649462027305,4,csiq,4.79671565377606
CSIQ/dst_imgs/fnoise/bridge.fnoise.2.png,CSIQ/src_imgs/bridge.png,0.292756804348552,0.391236800003524,4,csiq,3.82897278260579
CSIQ/dst_imgs/fnoise/bridge.fnoise.3.png,CSIQ/src_imgs/bridge.png,0.428867851807427,0.176110167102479,4,csiq,3.28452859277029
CSIQ/dst_imgs/fnoise/bridge.fnoise.4.png,CSIQ/src_imgs/bridge.png,0.595310343453617,0.0839875942811189,4,csiq,2.61875862618553
CSIQ/dst_imgs/fnoise/bridge.fnoise.5.png,CSIQ/src_imgs/bridge.png,0.696540453968266,0.0569860536638171,4,csiq,2.21383818412694
CSIQ/dst_imgs/blur/bridge.BLUR.1.png,CSIQ/src_imgs/bridge.png,0.060651002059486,0.0595137889268383,5,csiq,4.75739599176206
CSIQ/dst_imgs/blur/bridge.BLUR.2.png,CSIQ/src_imgs/bridge.png,0.182437072838497,0.0482602538556158,5,csiq,4.27025170864601
CSIQ/dst_imgs/blur/bridge.BLUR.3.png,CSIQ/src_imgs/bridge.png,0.348139868389914,0.0695164955777268,5,csiq,3.60744052644035
CSIQ/dst_imgs/blur/bridge.BLUR.4.png,CSIQ/src_imgs/bridge.png,0.635791026092168,0.0713255865331785,5,csiq,2.45683589563133
CSIQ/dst_imgs/blur/bridge.BLUR.5.png,CSIQ/src_imgs/bridge.png,0.77717834451828,0.0266019088071405,5,csiq,1.89128662192688
CSIQ/dst_imgs/contrast/bridge.contrast.1.png,CSIQ/src_imgs/bridge.png,0.0364070783980555,0.0105026714193012,6,csiq,4.85437168640778
CSIQ/dst_imgs/contrast/bridge.contrast.2.png,CSIQ/src_imgs/bridge.png,0.139471451709329,0.0465648782016764,6,csiq,4.44211419316268
CSIQ/dst_imgs/contrast/bridge.contrast.3.png,CSIQ/src_imgs/bridge.png,0.344891773454729,0.0645592039800945,6,csiq,3.62043290618108
CSIQ/dst_imgs/contrast/bridge.contrast.4.png,CSIQ/src_imgs/bridge.png,0.457521932555123,0.0374093448917458,6,csiq,3.16991226977951
CSIQ/dst_imgs/awgn/butter_flower.AWGN.1.png,CSIQ/src_imgs/butter_flower.png,0.0265740735109992,0.00724701449091933,1,csiq,4.893703705956
CSIQ/dst_imgs/awgn/butter_flower.AWGN.2.png,CSIQ/src_imgs/butter_flower.png,0.0891654398483989,0.0729868059246941,1,csiq,4.6433382406064
CSIQ/dst_imgs/awgn/butter_flower.AWGN.3.png,CSIQ/src_imgs/butter_flower.png,0.252298657154262,0.163407142916435,1,csiq,3.99080537138295
CSIQ/dst_imgs/awgn/butter_flower.AWGN.4.png,CSIQ/src_imgs/butter_flower.png,0.434892178865128,0.219568670374941,1,csiq,3.26043128453949
CSIQ/dst_imgs/awgn/butter_flower.AWGN.5.png,CSIQ/src_imgs/butter_flower.png,0.545271035393267,0.150368683470837,1,csiq,2.81891585842693
CSIQ/dst_imgs/jpeg/butter_flower.JPEG.1.png,CSIQ/src_imgs/butter_flower.png,0.0232589516087444,0.00639295691874666,2,csiq,4.90696419356502
CSIQ/dst_imgs/jpeg/butter_flower.JPEG.2.png,CSIQ/src_imgs/butter_flower.png,0.0308912184202642,0.0136634527462784,2,csiq,4.87643512631894
CSIQ/dst_imgs/jpeg/butter_flower.JPEG.3.png,CSIQ/src_imgs/butter_flower.png,0.409916347904866,0.115732070099184,2,csiq,3.36033460838054
CSIQ/dst_imgs/jpeg/butter_flower.JPEG.4.png,CSIQ/src_imgs/butter_flower.png,0.699412650644778,0.134328317953228,2,csiq,2.20234939742089
CSIQ/dst_imgs/jpeg/butter_flower.JPEG.5.png,CSIQ/src_imgs/butter_flower.png,0.808089235003621,0.0706310175784943,2,csiq,1.76764305998552
CSIQ/dst_imgs/jpeg2000/butter_flower.jpeg2000.1.png,CSIQ/src_imgs/butter_flower.png,0.0275672149671984,0.0100788003337429,3,csiq,4.88973114013121
CSIQ/dst_imgs/jpeg2000/butter_flower.jpeg2000.2.png,CSIQ/src_imgs/butter_flower.png,0.143160541006074,0.0800408127971558,3,csiq,4.4273578359757
CSIQ/dst_imgs/jpeg2000/butter_flower.jpeg2000.3.png,CSIQ/src_imgs/butter_flower.png,0.459942069908516,0.139175395409913,3,csiq,3.16023172036593
CSIQ/dst_imgs/jpeg2000/butter_flower.jpeg2000.4.png,CSIQ/src_imgs/butter_flower.png,0.779220748760824,0.105308170532935,3,csiq,1.8831170049567
CSIQ/dst_imgs/jpeg2000/butter_flower.jpeg2000.5.png,CSIQ/src_imgs/butter_flower.png,0.925690448555226,0.00476706376046725,3,csiq,1.29723820577909
CSIQ/dst_imgs/fnoise/butter_flower.fnoise.1.png,CSIQ/src_imgs/butter_flower.png,0.027877091254073,0.00976575803694763,4,csiq,4.88849163498371
CSIQ/dst_imgs/fnoise/butter_flower.fnoise.2.png,CSIQ/src_imgs/butter_flower.png,0.195119668210761,0.107093231808029,4,csiq,4.21952132715696
CSIQ/dst_imgs/fnoise/butter_flower.fnoise.3.png,CSIQ/src_imgs/butter_flower.png,0.381516077794223,0.146012934968937,4,csiq,3.47393568882311
CSIQ/dst_imgs/fnoise/butter_flower.fnoise.4.png,CSIQ/src_imgs/butter_flower.png,0.549040104726563,0.0340472785375603,4,csiq,2.80383958109375
CSIQ/dst_imgs/fnoise/butter_flower.fnoise.5.png,CSIQ/src_imgs/butter_flower.png,0.726603146511458,0.0613765591035698,4,csiq,2.09358741395417
CSIQ/dst_imgs/blur/butter_flower.BLUR.1.png,CSIQ/src_imgs/butter_flower.png,0.0780722416914223,0.0652658894331604,5,csiq,4.68771103323431
CSIQ/dst_imgs/blur/butter_flower.BLUR.2.png,CSIQ/src_imgs/butter_flower.png,0.201968243192335,0.109908741872842,5,csiq,4.19212702723066
CSIQ/dst_imgs/blur/butter_flower.BLUR.3.png,CSIQ/src_imgs/butter_flower.png,0.48198049538288,0.142251501450923,5,csiq,3.07207801846848
CSIQ/dst_imgs/blur/butter_flower.BLUR.4.png,CSIQ/src_imgs/butter_flower.png,0.778539999293243,0.0905950737994709,5,csiq,1.88584000282703
CSIQ/dst_imgs/blur/butter_flower.BLUR.5.png,CSIQ/src_imgs/butter_flower.png,0.952775053538163,0.0121116104553132,5,csiq,1.18889978584735
CSIQ/dst_imgs/contrast/butter_flower.contrast.1.png,CSIQ/src_imgs/butter_flower.png,0.0698313318705424,0.0734539635817059,6,csiq,4.72067467251783
CSIQ/dst_imgs/contrast/butter_flower.contrast.2.png,CSIQ/src_imgs/butter_flower.png,0.256400481779453,0.0426626141231742,6,csiq,3.97439807288219
CSIQ/dst_imgs/contrast/butter_flower.contrast.3.png,CSIQ/src_imgs/butter_flower.png,0.514702185240103,0.117821526107231,6,csiq,2.94119125903959
CSIQ/dst_imgs/contrast/butter_flower.contrast.4.png,CSIQ/src_imgs/butter_flower.png,0.614886667976451,0.157329308583089,6,csiq,2.5404533280942
CSIQ/dst_imgs/awgn/cactus.AWGN.1.png,CSIQ/src_imgs/cactus.png,0.104328753206896,0.0550881714456534,1,csiq,4.58268498717242
CSIQ/dst_imgs/awgn/cactus.AWGN.2.png,CSIQ/src_imgs/cactus.png,0.205707763944154,0.114413458151828,1,csiq,4.17716894422338
CSIQ/dst_imgs/awgn/cactus.AWGN.3.png,CSIQ/src_imgs/cactus.png,0.349438461312736,0.125538308331353,1,csiq,3.60224615474906
CSIQ/dst_imgs/awgn/cactus.AWGN.4.png,CSIQ/src_imgs/cactus.png,0.439167163818189,0.132855316931781,1,csiq,3.24333134472724
CSIQ/dst_imgs/awgn/cactus.AWGN.5.png,CSIQ/src_imgs/cactus.png,0.498391459794796,0.13350654333897,1,csiq,3.00643416082082
CSIQ/dst_imgs/jpeg/cactus.JPEG.1.png,CSIQ/src_imgs/cactus.png,0.0409686571292668,0.0418613303772984,2,csiq,4.83612537148293
CSIQ/dst_imgs/jpeg/cactus.JPEG.2.png,CSIQ/src_imgs/cactus.png,0.160463937513827,0.0806541303602925,2,csiq,4.35814424994469
CSIQ/dst_imgs/jpeg/cactus.JPEG.3.png,CSIQ/src_imgs/cactus.png,0.378420892154994,0.13525949908088,2,csiq,3.48631643138002
CSIQ/dst_imgs/jpeg/cactus.JPEG.4.png,CSIQ/src_imgs/cactus.png,0.704142457293566,0.0803833738083714,2,csiq,2.18343017082574
CSIQ/dst_imgs/jpeg/cactus.JPEG.5.png,CSIQ/src_imgs/cactus.png,0.811722606719088,0.00953114670184515,2,csiq,1.75310957312365
CSIQ/dst_imgs/jpeg2000/cactus.jpeg2000.1.png,CSIQ/src_imgs/cactus.png,0.0785570297613172,0.0873129837039932,3,csiq,4.68577188095473
CSIQ/dst_imgs/jpeg2000/cactus.jpeg2000.2.png,CSIQ/src_imgs/cactus.png,0.209038855417228,0.120129244666003,3,csiq,4.16384457833109
CSIQ/dst_imgs/jpeg2000/cactus.jpeg2000.3.png,CSIQ/src_imgs/cactus.png,0.405462893528488,0.137779888488681,3,csiq,3.37814842588605
CSIQ/dst_imgs/jpeg2000/cactus.jpeg2000.4.png,CSIQ/src_imgs/cactus.png,0.638977192799069,0.0877201777190206,3,csiq,2.44409122880372
CSIQ/dst_imgs/jpeg2000/cactus.jpeg2000.5.png,CSIQ/src_imgs/cactus.png,0.785250036279444,0,3,csiq,1.85899985488222
CSIQ/dst_imgs/fnoise/cactus.fnoise.1.png,CSIQ/src_imgs/cactus.png,0.222083319335679,0.140619703511894,4,csiq,4.11166672265728
CSIQ/dst_imgs/fnoise/cactus.fnoise.2.png,CSIQ/src_imgs/cactus.png,0.325321995370293,0.053050647008789,4,csiq,3.69871201851883
CSIQ/dst_imgs/fnoise/cactus.fnoise.3.png,CSIQ/src_imgs/cactus.png,0.503034866475788,0.173387321499223,4,csiq,2.98786053409685
CSIQ/dst_imgs/fnoise/cactus.fnoise.4.png,CSIQ/src_imgs/cactus.png,0.594750847562232,0.115013512639469,4,csiq,2.62099660975107
CSIQ/dst_imgs/fnoise/cactus.fnoise.5.png,CSIQ/src_imgs/cactus.png,0.666607788954977,0.028581278984318,4,csiq,2.33356884418009
CSIQ/dst_imgs/blur/cactus.BLUR.1.png,CSIQ/src_imgs/cactus.png,0.0667434131844619,0.0803289978603434,5,csiq,4.73302634726215
CSIQ/dst_imgs/blur/cactus.BLUR.2.png,CSIQ/src_imgs/cactus.png,0.147198859405541,0.0909658470787308,5,csiq,4.41120456237784
CSIQ/dst_imgs/blur/cactus.BLUR.3.png,CSIQ/src_imgs/cactus.png,0.399275467437894,0.219377702042598,5,csiq,3.40289813024842
CSIQ/dst_imgs/blur/cactus.BLUR.4.png,CSIQ/src_imgs/cactus.png,0.50840987358733,0.146865564585076,5,csiq,2.96636050565068
CSIQ/dst_imgs/blur/cactus.BLUR.5.png,CSIQ/src_imgs/cactus.png,0.749996126059627,0.0443017462521279,5,csiq,2.00001549576149
CSIQ/dst_imgs/contrast/cactus.contrast.1.png,CSIQ/src_imgs/cactus.png,0.111254917995562,0.118656600143618,6,csiq,4.55498032801775
CSIQ/dst_imgs/contrast/cactus.contrast.2.png,CSIQ/src_imgs/cactus.png,0.285156957696301,0.23877237357875,6,csiq,3.8593721692148
CSIQ/dst_imgs/contrast/cactus.contrast.3.png,CSIQ/src_imgs/cactus.png,0.407726454075672,0.197892833792013,6,csiq,3.36909418369731
